 0.0000000000, 0.0450105695, 0.0635923387, 0.0845596054, 0.0352802511, 0.0538620204, 0.0949176862, 0.0235410928, 0.1340272885, 0.0645339824, 0.1215975914, 0.0597002114, 0.1210953815, 0.1884542950, 0.0549292166, 0.0000000000, 0.0053987573, 0.1190865415, 0.1165127154, 0.0670450323, 0.1214720389, 0.1315162385, 0.0704977260, 0.0449477932, 0.1002536673, 0.0518531804, 0.0424367433, 0.0436922683
 0.0450105695, 0.0000000000, 0.0271821152, 0.0182051118, 0.1507257703, 0.1175799116, 0.2071616168, 0.0234783166, 0.1709397220, 0.1659803984, 0.1167638204, 0.0354058036, 0.0117391583, 0.0000000000, 0.0753942733, 0.0000000000, 0.1090423419, 0.1479008392, 0.1551201076, 0.2413118955, 0.1337761835, 0.0600140926, 0.1059663058, 0.2596425597, 0.0345269361, 0.1030158222, 0.2179591314, 0.0507859842
 0.0635923387, 0.0271821152, 0.0000000000, 0.0906489014, 0.0767753507, 0.0271193389, 0.0927832938, 0.2261200436, 0.0000000000, 0.0032015886, 0.0657267312, 0.0816718980, 0.0384190635, 0.0387957210, 0.1151316379, 0.1718813657, 0.0580052527, 0.0531087054, 0.1101095381, 0.1236692076, 0.0476471719, 0.0721299084, 0.0069053872, 0.0137479982, 0.0619601563, 0.0411812184, 0.1128716930, 0.0763986932
 0.0845596054, 0.0182051118, 0.0906489014, 0.0000000000, 0.0821113318, 0.1065940683, 0.0139991032, 0.0557453078, 0.0499071168, 0.0752687208, 0.0620229325, 0.0736365383, 0.0556197553, 0.1022625072, 0.0484632631, 0.0305720325, 0.0475216194, 0.0531087054, 0.0133085645, 0.1101095381, 0.0909000064, 0.2166408302, 0.0892050477, 0.0172634681, 0.1186471078, 0.0627762475, 0.1249875088, 0.0917160976
 0.0352802511, 0.1507257703, 0.0767753507, 0.0821113318, 0.0000000000, 0.0330203062, 0.1180821216, 0.1092306707, 0.1429415156, 0.0413067709, 0.0726948946, 0.0777797707, 0.0745781821, 0.1260547050, 0.1001908910, 0.0728832234, 0.0000000000, 0.0344013836, 0.0843712767, 0.1656037410, 0.0843712767, 0.0933482801, 0.2121209404, 0.0000000000, 0.1381077445, 0.0342758311, 0.0000000000, 0.0536109154
 0.0538620204, 0.1175799116, 0.0271193389, 0.1065940683, 0.0330203062, 0.0000000000, 0.0925321888, 0.0000000000, 0.0885772852, 0.0478355006, 0.1192120940, 0.0521042854, 0.0306975850, 0.0218461341, 0.1141272180, 0.1234808789, 0.0000000000, 0.0000000000, 0.2040228044, 0.1143155467, 0.1137505605, 0.0247966178, 0.0308859138, 0.0000000000, 0.0381679585, 0.0234783166, 0.0473960669, 0.0984331561
 0.0949176862, 0.2071616168, 0.0927832938, 0.0139991032, 0.1180821216, 0.0925321888, 0.0000000000, 0.0999397860, 0.1999423483, 0.0532970341, 0.1440714881, 0.1020741785, 0.1859432451, 0.0333969637, 0.1410582282, 0.0923438601, 0.1163243867, 0.1402421370, 0.0999397860, 0.1052129908, 0.0715021459, 0.1807955929, 0.0364102236, 0.0000000000, 0.1774684517, 0.0433783870, 0.1743924156, 0.1219114727
 0.0235410928, 0.0234783166, 0.2261200436, 0.0557453078, 0.1092306707, 0.0000000000, 0.0999397860, 0.0000000000, 0.0866939978, 0.0166984818, 0.0364729998, 0.0724437896, 0.0494049068, 0.0580680290, 0.1065940683, 0.0684888860, 0.0644084300, 0.0534853629, 0.0666683749, 0.1435692781, 0.1177682403, 0.0000000000, 0.0101697521, 0.1819883416, 0.0376657485, 0.0711882647, 0.0776542182, 0.1114906156
 0.1340272885, 0.1709397220, 0.0000000000, 0.0499071168, 0.1429415156, 0.0885772852, 0.1999423483, 0.0866939978, 0.0000000000, 0.0322669912, 0.0607046313, 0.0824879892, 0.1667964897, 0.0262404715, 0.1254269425, 0.0000000000, 0.0748292870, 0.1617743899, 0.0261149190, 0.1354711421, 0.0591980014, 0.2585753635, 0.1324578823, 0.1514790853, 0.1492191403, 0.0173262443, 0.1457664467, 0.0000000000
 0.0645339824, 0.1659803984, 0.0032015886, 0.0752687208, 0.0413067709, 0.0478355006, 0.0532970341, 0.0166984818, 0.0322669912, 0.0000000000, 0.1178937928, 0.0909000064, 0.1312023573, 0.2033322657, 0.0971148549, 0.0383562872, 0.0365985523, 0.0972404074, 0.1160732817, 0.0671078086, 0.0199000705, 0.1202792902, 0.1201537377, 0.0586330152, 0.1431926206, 0.0406790084, 0.0000000000, 0.0427506246
 0.1215975914, 0.1167638204, 0.0657267312, 0.0620229325, 0.0726948946, 0.1192120940, 0.1440714881, 0.0364729998, 0.0607046313, 0.1178937928, 0.0000000000, 0.0187700980, 0.0442572545, 0.0000000000, 0.0000000000, 0.0501582218, 0.1983101659, 0.0607674076, 0.0630273525, 0.0057754148, 0.1463314330, 0.2186496701, 0.0511626417, 0.0721926846, 0.1379194158, 0.1327089873, 0.1189609890, 0.0333969637
