Importance
0.0131592650
0.0074313442
0.0132695352
0.0083882702
0.0103190516
0.0188719035
0.0109468141
0.0143995077
0.0054225043
0.0078860602
0.0074466265
0.0083729879
0.0057363855
0.0070546867
0.0093146316
0.0080591067
0.0051239053
0.0088751979
0.0087496454
0.0083102117
0.0050611291
0.0137242512
0.0191230085
0.0067408055
0.0227012546
0.0463051237
0.0245217658
0.0297949706
