 0.0000000000, 0.0087886747, 0.0067170585, 0.0075331497, 0.0067170585, 0.0067798347, 0.0077842547, 0.0000000000, 0.0000627762, 0.0092281084, 0.0064659535, 0.0024482737, 0.0000000000, 0.0046454423, 0.0023227212, 0.0000000000, 0.0068426110, 0.0106091858, 0.0071564922, 0.0026993786, 0.0064659535, 0.0101697521, 0.0045826661, 0.0051476523, 0.0000000000, 0.0034526936, 0.0003766575, 0.0034526936
 0.0087886747, 0.0000000000, 0.0180795593, 0.0148151944, 0.0126180258, 0.0037037986, 0.0147524182, 0.0156312856, 0.0064031772, 0.0030132599, 0.0102325283, 0.0134968932, 0.0037665749, 0.0071564922, 0.0123041445, 0.0104208571, 0.0106091858, 0.0069681635, 0.0062776248, 0.0137479982, 0.0000000000, 0.0018832874, 0.0028877074, 0.0000000000, 0.0091653321, 0.0048965473, 0.0076587022, 0.0092908846
 0.0067170585, 0.0180795593, 0.0000000000, 0.0003766575, 0.0000000000, 0.0009416437, 0.0043943373, 0.0113625008, 0.0000000000, 0.0086003459, 0.0003138812, 0.0083492409, 0.0079725834, 0.0001883287, 0.0139991032, 0.0079725834, 0.0062776248, 0.0000000000, 0.0082864647, 0.0047709948, 0.0061520723, 0.0064659535, 0.0109858433, 0.0104208571, 0.0073448210, 0.0091025559, 0.0122413683, 0.0050848760
 0.0075331497, 0.0148151944, 0.0003766575, 0.0000000000, 0.0044571136, 0.0053987573, 0.0082864647, 0.0024482737, 0.0000000000, 0.0045826661, 0.0015694062, 0.0048965473, 0.0024482737, 0.0072820447, 0.0000000000, 0.0048337711, 0.0061520723, 0.0072820447, 0.0000000000, 0.0114252770, 0.0036410224, 0.0027621549, 0.0031388124, 0.0065915060, 0.0095419896, 0.0086631222, 0.0087886747, 0.0086003459
 0.0067170585, 0.0126180258, 0.0000000000, 0.0044571136, 0.0000000000, 0.0104208571, 0.0136224457, 0.0087258984, 0.0001255525, 0.0000000000, 0.0138735507, 0.0000000000, 0.0144385369, 0.0104208571, 0.0121785920, 0.0134341170, 0.0040176798, 0.0111741721, 0.0122413683, 0.0028249311, 0.0100441996, 0.0050220998, 0.0060892960, 0.0023227212, 0.0025738261, 0.0084120172, 0.0138735507, 0.0131830120
 0.0067798347, 0.0037037986, 0.0009416437, 0.0053987573, 0.0104208571, 0.0000000000, 0.0078470309, 0.0088514509, 0.0050848760, 0.0136852220, 0.0036410224, 0.0130574595, 0.0000000000, 0.0000000000, 0.0047709948, 0.0041432323, 0.0030132599, 0.0054615335, 0.0061520723, 0.0016949587, 0.0016321824, 0.0049593236, 0.0045826661, 0.0028877074, 0.0053987573, 0.0000000000, 0.0035154699, 0.0008160912
 0.0077842547, 0.0147524182, 0.0043943373, 0.0082864647, 0.0136224457, 0.0078470309, 0.0000000000, 0.0158196144, 0.0067170585, 0.0094792134, 0.0046454423, 0.0010671962, 0.0058381910, 0.0101697521, 0.0076587022, 0.0040804561, 0.0086003459, 0.0043943373, 0.0137479982, 0.0067170585, 0.0044571136, 0.0018832874, 0.0068426110, 0.0027621549, 0.0059637435, 0.0095419896, 0.0040804561, 0.0038293511
 0.0000000000, 0.0156312856, 0.0113625008, 0.0024482737, 0.0087258984, 0.0088514509, 0.0158196144, 0.0000000000, 0.0050848760, 0.0124296970, 0.0111741721, 0.0166357056, 0.0026366024, 0.0118647108, 0.0101069759, 0.0106091858, 0.0031388124, 0.0054615335, 0.0112369483, 0.0000627762, 0.0000000000, 0.0048337711, 0.0071564922, 0.0038293511, 0.0037665749, 0.0000000000, 0.0015694062, 0.0053987573
 0.0000627762, 0.0064031772, 0.0000000000, 0.0000000000, 0.0001255525, 0.0050848760, 0.0067170585, 0.0050848760, 0.0000000000, 0.0000000000, 0.0038293511, 0.0052104285, 0.0042687848, 0.0060892960, 0.0003766575, 0.0043315611, 0.0038921273, 0.0004394337, 0.0055870860, 0.0000627762, 0.0000000000, 0.0080353597, 0.0062148485, 0.0060265198, 0.0059009673, 0.0015694062, 0.0005022100, 0.0079725834
 0.0092281084, 0.0030132599, 0.0086003459, 0.0045826661, 0.0000000000, 0.0136852220, 0.0094792134, 0.0124296970, 0.0000000000, 0.0000000000, 0.0047082186, 0.0059637435, 0.0120530395, 0.0025738261, 0.0116136058, 0.0045826661, 0.0125552495, 0.0011299725, 0.0047082186, 0.0082236884, 0.0066542822, 0.0017577349, 0.0047709948, 0.0056498623, 0.0089770034, 0.0025738261, 0.0000000000, 0.0011299725
